Palabra,Frecuencia,Archivo
formulation,1,CP27-2 UNFCC
transition,2,CP27-2 UNFCC
governance,3,CP27-2 UNFCC
focu,2,CP27-2 UNFCC
current,1,CP27-2 UNFCC
decarbonization,1,CP27-2 UNFCC
net,1,CP27-2 UNFCC
zero,2,CP27-2 UNFCC
target,3,CP27-2 UNFCC
fostering,1,CP27-2 UNFCC
observed,1,CP27-2 UNFCC
fourth,2,CP27-2 UNFCC
seek,1,CP27-2 UNFCC
increasir,14,CP27-2 UNFCC
understanding,1,CP27-2 UNFCC
emerged,1,CP27-2 UNFCC
highlevel,1,CP27-2 UNFCC
group,2,CP27-2 UNFCC
netzero,1,CP27-2 UNFCC
nonstate,1,CP27-2 UNFCC
peer,1,CP27-2 UNFCC
racir,1,CP27-2 UNFCC
campaign,1,CP27-2 UNFCC
assess,3,CP27-2 UNFCC
published,1,CP27-2 UNFCC
documents,1,CP27-2 UNFCC
higher,3,CP27-2 UNFCC
reaching,1,CP27-2 UNFCC
annual,12,CP27-2 UNFCC
average,14,CP27-2 UNFCC
trend,1,CP27-2 UNFCC
driven,5,CP27-2 UNFCC
actions,3,CP27-2 UNFCC
largely,2,CP27-2 UNFCC
investment,19,CP27-2 UNFCC
while,10,CP27-2 UNFCC
overall,5,CP27-2 UNFCC
clear,2,CP27-2 UNFCC
remained,4,CP27-2 UNFCC
stable,2,CP27-2 UNFCC
share,8,CP27-2 UNFCC
mainly,1,CP27-2 UNFCC
financing,3,CP27-2 UNFCC
figure,15,CP27-2 UNFCC
breakdown,2,CP27-2 UNFCC
billions,2,CP27-2 UNFCC
stat,2,CP27-2 UNFCC
dollars,2,CP27-2 UNFCC
continued,3,CP27-2 UNFCC
decline,1,CP27-2 UNFCC
costs,4,CP27-2 UNFCC
compared,10,CP27-2 UNFCC
meant,1,CP27-2 UNFCC
despite,1,CP27-2 UNFCC
economic,2,CP27-2 UNFCC
slowdown,1,CP27-2 UNFCC
caused,1,CP27-2 UNFCC
record,1,CP27-2 UNFCC
high,2,CP27-2 UNFCC
decreás,1,CP27-2 UNFCC
onshorar,1,CP27-2 UNFCC
wind,2,CP27-2 UNFCC
offshorar,1,CP27-2 UNFCC
solar,1,CP27-2 UNFCC
photovoltaic,1,CP27-2 UNFCC
emphasized,1,CP27-2 UNFCC
how,2,CP27-2 UNFCC
greater,2,CP27-2 UNFCC
now,3,CP27-2 UNFCC
achieved,2,CP27-2 UNFCC
each,1,CP27-2 UNFCC
dollar,1,CP27-2 UNFCC
invested,1,CP27-2 UNFCC
largest,4,CP27-2 UNFCC
segment,1,CP27-2 UNFCC
declining,1,CP27-2 UNFCC
alongsidir,1,CP27-2 UNFCC
maintenance,1,CP27-2 UNFCC
levels,1,CP27-2 UNFCC
indicat,1,CP27-2 UNFCC
deployment,1,CP27-2 UNFCC
government,1,CP27-2 UNFCC
recovery,2,CP27-2 UNFCC
packag,1,CP27-2 UNFCC
included,4,CP27-2 UNFCC
spending,3,CP27-2 UNFCC
allocated,3,CP27-2 UNFCC
trillion,1,CP27-2 UNFCC
announced,1,CP27-2 UNFCC
remainder,3,CP27-2 UNFCC
asia,5,CP27-2 UNFCC
tagging,1,CP27-2 UNFCC
indicated,1,CP27-2 UNFCC
half,3,CP27-2 UNFCC
annualized,1,CP27-2 UNFCC
note,5,CP27-2 UNFCC
industry,2,CP27-2 UNFCC
wastewater,1,CP27-2 UNFCC
communications,2,CP27-2 UNFCC
crosssectoral,1,CP27-2 UNFCC
abovir,2,CP27-2 UNFCC
discounted,1,CP27-2 UNFCC
section,2,CP27-2 UNFCC
channels,14,CP27-2 UNFCC
betwear,8,CP27-2 UNFCC
depending,2,CP27-2 UNFCC
source,4,CP27-2 UNFCC
climatespecific,4,CP27-2 UNFCC
showed,1,CP27-2 UNFCC
channelled,2,CP27-2 UNFCC
consisting,1,CP27-2 UNFCC
contributions,3,CP27-2 UNFCC
inflow,2,CP27-2 UNFCC
constituted,1,CP27-2 UNFCC
however,5,CP27-2 UNFCC
grew,2,CP27-2 UNFCC
ratar,1,CP27-2 UNFCC
decreased,3,CP27-2 UNFCC
crosscutting,1,CP27-2 UNFCC
purpós,1,CP27-2 UNFCC
stagnated,1,CP27-2 UNFCC
respectively,11,CP27-2 UNFCC
unfccc,1,CP27-2 UNFCC
approved,3,CP27-2 UNFCC
combined,2,CP27-2 UNFCC
represents,3,CP27-2 UNFCC
attributable,1,CP27-2 UNFCC
primarily,1,CP27-2 UNFCC
increás,1,CP27-2 UNFCC
approvals,4,CP27-2 UNFCC
gef,6,CP27-2 UNFCC
council,1,CP27-2 UNFCC
gcf,5,CP27-2 UNFCC
board,1,CP27-2 UNFCC
fund,4,CP27-2 UNFCC
raised,3,CP27-2 UNFCC
replenishment,1,CP27-2 UNFCC
programming,3,CP27-2 UNFCC
amount,9,CP27-2 UNFCC
million,8,CP27-2 UNFCC
focal,1,CP27-2 UNFCC
registered,1,CP27-2 UNFCC
pledg,1,CP27-2 UNFCC
donors,1,CP27-2 UNFCC
triple,1,CP27-2 UNFCC
economi,1,CP27-2 UNFCC
attribution,1,CP27-2 UNFCC
calculated,1,CP27-2 UNFCC
challenging,1,CP27-2 UNFCC
therir,1,CP27-2 UNFCC
difference,1,CP27-2 UNFCC
action,5,CP27-2 UNFCC
existing,1,CP27-2 UNFCC
oftir,2,CP27-2 UNFCC
specify,1,CP27-2 UNFCC
sourced,1,CP27-2 UNFCC
decrear,2,CP27-2 UNFCC
submissions,1,CP27-2 UNFCC
resulted,1,CP27-2 UNFCC
complete,1,CP27-2 UNFCC
had,3,CP27-2 UNFCC
june,1,CP27-2 UNFCC
starting,2,CP27-2 UNFCC
specified,1,CP27-2 UNFCC
coming,1,CP27-2 UNFCC
origin,1,CP27-2 UNFCC
unspecified,1,CP27-2 UNFCC
remaining,1,CP27-2 UNFCC
varied,1,CP27-2 UNFCC
club,1,CP27-2 UNFCC
nonoecd,2,CP27-2 UNFCC
represented,2,CP27-2 UNFCC
substantial,1,CP27-2 UNFCC
committed,1,CP27-2 UNFCC
asiar,1,CP27-2 UNFCC
bank,2,CP27-2 UNFCC
mdbattributed,1,CP27-2 UNFCC
around,1,CP27-2 UNFCC
collectivir,1,CP27-2 UNFCC
goal,1,CP27-2 UNFCC
jointly,1,CP27-2 UNFCC
mobilizing,1,CP27-2 UNFCC
meaningful,1,CP27-2 UNFCC
fully,1,CP27-2 UNFCC
met,1,CP27-2 UNFCC
yet,1,CP27-2 UNFCC
grown,2,CP27-2 UNFCC
significantly,2,CP27-2 UNFCC
mdb,4,CP27-2 UNFCC
corresponding,1,CP27-2 UNFCC
constant,1,CP27-2 UNFCC
contributing,2,CP27-2 UNFCC
balance,9,CP27-2 UNFCC
worth,1,CP27-2 UNFCC
considering,2,CP27-2 UNFCC
adjusted,1,CP27-2 UNFCC
providing,1,CP27-2 UNFCC
facevalue,1,CP27-2 UNFCC
volumir,3,CP27-2 UNFCC
complemented,1,CP27-2 UNFCC
grantbased,3,CP27-2 UNFCC
equivalent,1,CP27-2 UNFCC
donir,3,CP27-2 UNFCC
split,1,CP27-2 UNFCC
allocate,1,CP27-2 UNFCC
inform,4,CP27-2 UNFCC
discussions,1,CP27-2 UNFCC
predominantly,3,CP27-2 UNFCC
delivered,1,CP27-2 UNFCC
grants,3,CP27-2 UNFCC
takes,2,CP27-2 UNFCC
form,3,CP27-2 UNFCC
loan,1,CP27-2 UNFCC
accounted,5,CP27-2 UNFCC
facir,2,CP27-2 UNFCC
value,2,CP27-2 UNFCC
flowing,1,CP27-2 UNFCC
naturir,1,CP27-2 UNFCC
taking,4,CP27-2 UNFCC
document,1,CP27-2 UNFCC
theme,1,CP27-2 UNFCC
creditor,1,CP27-2 UNFCC
system,1,CP27-2 UNFCC
statistics,2,CP27-2 UNFCC
update,2,CP27-2 UNFCC
reflecting,1,CP27-2 UNFCC
population,1,CP27-2 UNFCC
sizes,1,CP27-2 UNFCC
africo,3,CP27-2 UNFCC
regions,3,CP27-2 UNFCC
receiving,1,CP27-2 UNFCC
programm,2,CP27-2 UNFCC
followed,3,CP27-2 UNFCC
latin,2,CP27-2 UNFCC
americo,2,CP27-2 UNFCC
caribbear,2,CP27-2 UNFCC
shared,1,CP27-2 UNFCC
eastern,2,CP27-2 UNFCC
southern,2,CP27-2 UNFCC
europe,2,CP27-2 UNFCC
oceania,2,CP27-2 UNFCC
capita,4,CP27-2 UNFCC
basis,4,CP27-2 UNFCC
populous,1,CP27-2 UNFCC
consider,4,CP27-2 UNFCC
differing,2,CP27-2 UNFCC
solutions,1,CP27-2 UNFCC
adjust,1,CP27-2 UNFCC
purchasing,1,CP27-2 UNFCC
scalir,2,CP27-2 UNFCC
vulnerabiliti,2,CP27-2 UNFCC
reduction,1,CP27-2 UNFCC
ldcs,7,CP27-2 UNFCC
funding,4,CP27-2 UNFCC
doubling,1,CP27-2 UNFCC
presented,3,CP27-2 UNFCC
unified,1,CP27-2 UNFCC
accordance,2,CP27-2 UNFCC
standard,1,CP27-2 UNFCC
statistical,1,CP27-2 UNFCC
m,2,CP27-2 UNFCC
division,1,CP27-2 UNFCC
only,2,CP27-2 UNFCC
grouping,1,CP27-2 UNFCC
focused,1,CP27-2 UNFCC
grant,2,CP27-2 UNFCC
plays,1,CP27-2 UNFCC
strong,2,CP27-2 UNFCC
ranging,1,CP27-2 UNFCC
partially,1,CP27-2 UNFCC
reflected,1,CP27-2 UNFCC
reached,3,CP27-2 UNFCC
distribution,1,CP27-2 UNFCC
totalled,1,CP27-2 UNFCC
fiveyear,1,CP27-2 UNFCC
targeted,1,CP27-2 UNFCC
construction,1,CP27-2 UNFCC
mechanisms,1,CP27-2 UNFCC
dominated,1,CP27-2 UNFCC
compani,1,CP27-2 UNFCC
special,1,CP27-2 UNFCC
vehicles,2,CP27-2 UNFCC
together,1,CP27-2 UNFCC
accreditation,3,CP27-2 UNFCC
rising,1,CP27-2 UNFCC
accredited,4,CP27-2 UNFCC
account,4,CP27-2 UNFCC
all,8,CP27-2 UNFCC
outflow,1,CP27-2 UNFCC
readiness,3,CP27-2 UNFCC
play,1,CP27-2 UNFCC
facilitating,1,CP27-2 UNFCC
access,12,CP27-2 UNFCC
partner,1,CP27-2 UNFCC
grow,1,CP27-2 UNFCC
rapidly,1,CP27-2 UNFCC
way,2,CP27-2 UNFCC
beyond,2,CP27-2 UNFCC
supporting,2,CP27-2 UNFCC
interest,1,CP27-2 UNFCC
platforms,3,CP27-2 UNFCC
fundamental,3,CP27-2 UNFCC
factor,3,CP27-2 UNFCC
delivery,1,CP27-2 UNFCC
effective,1,CP27-2 UNFCC
broad,1,CP27-2 UNFCC
concept,1,CP27-2 UNFCC
encompassing,1,CP27-2 UNFCC
activar,1,CP27-2 UNFCC
engagement,1,CP27-2 UNFCC
links,1,CP27-2 UNFCC
studi,1,CP27-2 UNFCC
experience,1,CP27-2 UNFCC
suggest,1,CP27-2 UNFCC
successful,1,CP27-2 UNFCC
stimulating,1,CP27-2 UNFCC
securar,1,CP27-2 UNFCC
maintain,1,CP27-2 UNFCC
political,1,CP27-2 UNFCC
coordinate,1,CP27-2 UNFCC
multiple,1,CP27-2 UNFCC
harness,1,CP27-2 UNFCC
important,1,CP27-2 UNFCC
tailored,1,CP27-2 UNFCC
expected,3,CP27-2 UNFCC
indicate,1,CP27-2 UNFCC
portfoliolevel,3,CP27-2 UNFCC
reductions,3,CP27-2 UNFCC
mt,2,CP27-2 UNFCC
portfolio,5,CP27-2 UNFCC
currently,1,CP27-2 UNFCC
order,1,CP27-2 UNFCC
example,1,CP27-2 UNFCC
alonir,1,CP27-2 UNFCC
regularly,1,CP27-2 UNFCC
persistent,1,CP27-2 UNFCC
namely,1,CP27-2 UNFCC
easier,1,CP27-2 UNFCC
define,2,CP27-2 UNFCC
dependent,1,CP27-2 UNFCC
capacity,3,CP27-2 UNFCC
present,1,CP27-2 UNFCC
against,1,CP27-2 UNFCC
enterar,1,CP27-2 UNFCC
before,1,CP27-2 UNFCC
able,1,CP27-2 UNFCC
supported,1,CP27-2 UNFCC
pos,1,CP27-2 UNFCC
comprehensivir,1,CP27-2 UNFCC
gender,4,CP27-2 UNFCC
addressed,1,CP27-2 UNFCC
improved,2,CP27-2 UNFCC
monitoring,1,CP27-2 UNFCC
genderrelated,4,CP27-2 UNFCC
still,1,CP27-2 UNFCC
progress,6,CP27-2 UNFCC
implement,1,CP27-2 UNFCC
responsivir,1,CP27-2 UNFCC
suggests,1,CP27-2 UNFCC
strengthening,1,CP27-2 UNFCC
mainstreaming,2,CP27-2 UNFCC
genderdisaggregated,2,CP27-2 UNFCC
evaluate,1,CP27-2 UNFCC
small,1,CP27-2 UNFCC
temperature,1,CP27-2 UNFCC
risir,1,CP27-2 UNFCC
follow,6,CP27-2 UNFCC
pathway,1,CP27-2 UNFCC
onir,1,CP27-2 UNFCC
would,1,CP27-2 UNFCC
expect,1,CP27-2 UNFCC
light,2,CP27-2 UNFCC
opportunitie,2,CP27-2 UNFCC
failure,1,CP27-2 UNFCC
meet,2,CP27-2 UNFCC
stabilization,1,CP27-2 UNFCC
consistent,1,CP27-2 UNFCC
reform,1,CP27-2 UNFCC
fiscal,1,CP27-2 UNFCC
regulations,1,CP27-2 UNFCC
integration,1,CP27-2 UNFCC
decisionmaking,2,CP27-2 UNFCC
actors,2,CP27-2 UNFCC
care,1,CP27-2 UNFCC
circumstanz,1,CP27-2 UNFCC
manage,1,CP27-2 UNFCC
just,1,CP27-2 UNFCC
equitable,1,CP27-2 UNFCC
speed,1,CP27-2 UNFCC
effort,1,CP27-2 UNFCC
align,2,CP27-2 UNFCC
climateresilient,2,CP27-2 UNFCC
critical,1,CP27-2 UNFCC
within,1,CP27-2 UNFCC
insufficient,1,CP27-2 UNFCC
overarching,1,CP27-2 UNFCC
goals,1,CP27-2 UNFCC
does,2,CP27-2 UNFCC
must,2,CP27-2 UNFCC
explicit,1,CP27-2 UNFCC
beneficial,1,CP27-2 UNFCC
integratir,1,CP27-2 UNFCC
risks,1,CP27-2 UNFCC
likelihood,1,CP27-2 UNFCC
negative,1,CP27-2 UNFCC
point,1,CP27-2 UNFCC
placir,1,CP27-2 UNFCC
represent,1,CP27-2 UNFCC
systematic,1,CP27-2 UNFCC
view,2,CP27-2 UNFCC
averag,1,CP27-2 UNFCC
unless,1,CP27-2 UNFCC
otherwise,1,CP27-2 UNFCC
stated,1,CP27-2 UNFCC
representation,1,CP27-2 UNFCC
stocks,2,CP27-2 UNFCC
overlap,1,CP27-2 UNFCC
necessarily,1,CP27-2 UNFCC
reflective,1,CP27-2 UNFCC
realworld,1,CP27-2 UNFCC
representativir,1,CP27-2 UNFCC
recommendations,12,CP27-2 UNFCC
chapter,4,CP27-2 UNFCC
area,1,CP27-2 UNFCC
arising,2,CP27-2 UNFCC
reveal,1,CP27-2 UNFCC
continuing,1,CP27-2 UNFCC
table,1,CP27-2 UNFCC
following,1,CP27-2 UNFCC
recommendationar,2,CP27-2 UNFCC
agreed,1,CP27-2 UNFCC
g,5,CP27-2 UNFCC
h,5,CP27-2 UNFCC
electric,1,CP27-2 UNFCC
scarcity,1,CP27-2 UNFCC
industrial,1,CP27-2 UNFCC
j,2,CP27-2 UNFCC
l,3,CP27-2 UNFCC
p,1,CP27-2 UNFCC
strategi,1,CP27-2 UNFCC
publication,1,CP27-2 UNFCC
determination,1,CP27-2 UNFCC
low,1,CP27-2 UNFCC
locallevel,2,CP27-2 UNFCC
pipelín,1,CP27-2 UNFCC
achievement,1,CP27-2 UNFCC
difficulties,1,CP27-2 UNFCC
costing,1,CP27-2 UNFCC
accounting,1,CP27-2 UNFCC
applied,1,CP27-2 UNFCC
encourage,19,CP27-2 UNFCC
uptake,1,CP27-2 UNFCC
strengthir,2,CP27-2 UNFCC
k,2,CP27-2 UNFCC
dedicated,1,CP27-2 UNFCC
modaliti,4,CP27-2 UNFCC
offered,1,CP27-2 UNFCC
formulated,1,CP27-2 UNFCC
organizations,1,CP27-2 UNFCC
requirements,2,CP27-2 UNFCC
nascent,1,CP27-2 UNFCC
incorporation,1,CP27-2 UNFCC
proofing,1,CP27-2 UNFCC
scientific,1,CP27-2 UNFCC
n,1,CP27-2 UNFCC
threir,2,CP27-2 UNFCC
revised,2,CP27-2 UNFCC
widir,1,CP27-2 UNFCC
initial,1,CP27-2 UNFCC
transformational,2,CP27-2 UNFCC
chains,1,CP27-2 UNFCC
tradeoff,1,CP27-2 UNFCC
contextspecific,1,CP27-2 UNFCC
aspects,3,CP27-2 UNFCC
article,2,CP27-2 UNFCC
paragraph,2,CP27-2 UNFCC
q,1,CP27-2 UNFCC
proliferation,1,CP27-2 UNFCC
aligning,1,CP27-2 UNFCC
prevent,1,CP27-2 UNFCC
greenwashing,1,CP27-2 UNFCC
complicat,1,CP27-2 UNFCC
letter,1,CP27-2 UNFCC
parenthés,1,CP27-2 UNFCC
denote,1,CP27-2 UNFCC
recommendation,1,CP27-2 UNFCC
third,1,CP27-2 UNFCC
iii,8,CP27-2 UNFCC
invit,1,CP27-2 UNFCC
iiiac,1,CP27-2 UNFCC
relate,1,CP27-2 UNFCC
iiac,1,CP27-2 UNFCC
highest,1,CP27-2 UNFCC
possible,1,CP27-2 UNFCC
flexibility,1,CP27-2 UNFCC
procedur,1,CP27-2 UNFCC
guidelín,1,CP27-2 UNFCC
enhanced,2,CP27-2 UNFCC
framework,2,CP27-2 UNFCC
adopt,1,CP27-2 UNFCC
climatebudgeting,1,CP27-2 UNFCC
nationally,2,CP27-2 UNFCC
determined,2,CP27-2 UNFCC
countrylevel,2,CP27-2 UNFCC
necessary,1,CP27-2 UNFCC
position,1,CP27-2 UNFCC
so,1,CP27-2 UNFCC
qualitative,1,CP27-2 UNFCC
factors,1,CP27-2 UNFCC
enabling,1,CP27-2 UNFCC
environments,1,CP27-2 UNFCC
delivering,1,CP27-2 UNFCC
better,1,CP27-2 UNFCC
aggregators,1,CP27-2 UNFCC
keeping,1,CP27-2 UNFCC
social,5,CP27-2 UNFCC
inclusion,1,CP27-2 UNFCC
informal,1,CP27-2 UNFCC
indigenous,1,CP27-2 UNFCC
communiti,1,CP27-2 UNFCC
noting,1,CP27-2 UNFCC
usefulness,1,CP27-2 UNFCC
proxy,1,CP27-2 UNFCC
incorporatir,1,CP27-2 UNFCC
stakeholders,1,CP27-2 UNFCC
element,1,CP27-2 UNFCC
thus,1,CP27-2 UNFCC
ability,1,CP27-2 UNFCC
advancir,3,CP27-2 UNFCC
nonfinancial,1,CP27-2 UNFCC
granular,1,CP27-2 UNFCC
invitir,1,CP27-2 UNFCC
associations,1,CP27-2 UNFCC
buildir,1,CP27-2 UNFCC
ways,1,CP27-2 UNFCC
engage,1,CP27-2 UNFCC
participation,1,CP27-2 UNFCC
forums,1,CP27-2 UNFCC
quality,1,CP27-2 UNFCC
countrydrivir,1,CP27-2 UNFCC
recipient,1,CP27-2 UNFCC
addressing,1,CP27-2 UNFCC
barriers,1,CP27-2 UNFCC
complex,1,CP27-2 UNFCC
architecturir,1,CP27-2 UNFCC
entity,2,CP27-2 UNFCC
faciliti,1,CP27-2 UNFCC
subnational,1,CP27-2 UNFCC
essential,1,CP27-2 UNFCC
helping,1,CP27-2 UNFCC
deliver,1,CP27-2 UNFCC
expanding,2,CP27-2 UNFCC
either,1,CP27-2 UNFCC
boosting,1,CP27-2 UNFCC
directly,1,CP27-2 UNFCC
takir,1,CP27-2 UNFCC
advantage,1,CP27-2 UNFCC
incountry,1,CP27-2 UNFCC
dissemination,1,CP27-2 UNFCC
best,1,CP27-2 UNFCC
practiz,1,CP27-2 UNFCC
genderresponsive,1,CP27-2 UNFCC
request,1,CP27-2 UNFCC
preparing,1,CP27-2 UNFCC
sixth,1,CP27-2 UNFCC
aprobar,2,CP27-2 UNFCC
reunión,14,CP27-2 UNFCC
atender,7,CP27-2 UNFCC
subsidiario,18,CP27-2 UNFCC
junio,8,CP27-2 UNFCC
iniciar,2,CP27-2 UNFCC
concluir,2,CP27-2 UNFCC
mira,6,CP27-2 UNFCC
recomendar,1,CP27-2 UNFCC
asunto,1,CP27-2 UNFCC
examinir,2,CP27-2 UNFCC
apruebir,1,CP27-2 UNFCC
presente,9,CP27-2 UNFCC
aspecto,2,CP27-2 UNFCC
revisar,2,CP27-2 UNFCC
cpf,21,CP27-2 UNFCC
detectar,2,CP27-2 UNFCC
aumentar,16,CP27-2 UNFCC
eficacia,5,CP27-2 UNFCC
servicio,6,CP27-2 UNFCC
interrelacionado,1,CP27-2 UNFCC
alcance,3,CP27-2 UNFCC
abarcar,3,CP27-2 UNFCC
fecha,5,CP27-2 UNFCC
lección,5,CP27-2 UNFCC
aprendido,5,CP27-2 UNFCC
desempeño,6,CP27-2 UNFCC
ejercicio,1,CP27-2 UNFCC
analizar,1,CP27-2 UNFCC
carencia,8,CP27-2 UNFCC
estudiar,4,CP27-2 UNFCC
suplirla,1,CP27-2 UNFCC
desempeñar,3,CP27-2 UNFCC
abordar,2,CP27-2 UNFCC
siguiente,4,CP27-2 UNFCC
elemento,12,CP27-2 UNFCC
grado,1,CP27-2 UNFCC
desempeñado,2,CP27-2 UNFCC
cuatro,2,CP27-2 UNFCC
básico,2,CP27-2 UNFCC
encomendada,3,CP27-2 UNFCC
enunciar,1,CP27-2 UNFCC
logro,1,CP27-2 UNFCC
obtenido,1,CP27-2 UNFCC
entendido,1,CP27-2 UNFCC
producto,7,CP27-2 UNFCC
concreto,1,CP27-2 UNFCC
determinación,1,CP27-2 UNFCC
necesario,6,CP27-2 UNFCC
reorientar,1,CP27-2 UNFCC
establecer,6,CP27-2 UNFCC
nuevo,11,CP27-2 UNFCC
orden,1,CP27-2 UNFCC
idoneidad,1,CP27-2 UNFCC
participación,9,CP27-2 UNFCC
vínculo,1,CP27-2 UNFCC
base,5,CP27-2 UNFCC
participar,2,CP27-2 UNFCC
cpro,3,CP27-2 UNFCC
autoevaluación,1,CP27-2 UNFCC
iv,4,CP27-2 UNFCC
adopción,4,CP27-2 UNFCC
inclusividad,1,CP27-2 UNFCC
seno,1,CP27-2 UNFCC
implicación,3,CP27-2 UNFCC
valor,1,CP27-2 UNFCC
añadido,1,CP27-2 UNFCC
percepción,1,CP27-2 UNFCC
servido,1,CP27-2 UNFCC
impulso,1,CP27-2 UNFCC
puntualidad,1,CP27-2 UNFCC
entrega,1,CP27-2 UNFCC
junto,23,CP27-2 UNFCC
contribuir,14,CP27-2 UNFCC
ambicioso,2,CP27-2 UNFCC
encaminado,2,CP27-2 UNFCC
establecido,5,CP27-2 UNFCC
comunidad,14,CP27-2 UNFCC
internacional,26,CP27-2 UNFCC
lucha,1,CP27-2 UNFCC
lograr,11,CP27-2 UNFCC
número,6,CP27-2 UNFCC
propuesta,10,CP27-2 UNFCC
aprobada,4,CP27-2 UNFCC
elevar,3,CP27-2 UNFCC
sumar,1,CP27-2 UNFCC
acreditado,3,CP27-2 UNFCC
concepto,1,CP27-2 UNFCC
preparación,4,CP27-2 UNFCC
planificación,6,CP27-2 UNFCC
actualización,1,CP27-2 UNFCC
aprobación,6,CP27-2 UNFCC
aumentado,3,CP27-2 UNFCC
importe,1,CP27-2 UNFCC
otorgado,1,CP27-2 UNFCC
aún,5,CP27-2 UNFCC
acreditación,5,CP27-2 UNFCC
actualizado,2,CP27-2 UNFCC
contemplar,1,CP27-2 UNFCC
enfoque,7,CP27-2 UNFCC
individual,1,CP27-2 UNFCC
complementario,1,CP27-2 UNFCC
institucional,2,CP27-2 UNFCC
estrategia,17,CP27-2 UNFCC
visión,3,CP27-2 UNFCC
prestación,4,CP27-2 UNFCC
principio,2,CP27-2 UNFCC
mostrar,1,CP27-2 UNFCC
potencial,2,CP27-2 UNFCC
impacto,6,CP27-2 UNFCC
minimizar,3,CP27-2 UNFCC
fluctuación,1,CP27-2 UNFCC
monetaria,1,CP27-2 UNFCC
puesto,13,CP27-2 UNFCC
marcha,3,CP27-2 UNFCC
integrado,5,CP27-2 UNFCC
gestión,2,CP27-2 UNFCC
grupo,11,CP27-2 UNFCC
asesor,2,CP27-2 UNFCC
add,2,CP27-2 UNFCC
continuo,16,CP27-2 UNFCC
centro,30,CP27-2 UNFCC
red,29,CP27-2 UNFCC
experto,22,CP27-2 UNFCC
ejecutivo,22,CP27-2 UNFCC
asegurar,2,CP27-2 UNFCC
condición,2,CP27-2 UNFCC
incompatible,1,CP27-2 UNFCC
política,21,CP27-2 UNFCC
aprobado,2,CP27-2 UNFCC
curso,2,CP27-2 UNFCC
elaborar,6,CP27-2 UNFCC
estratégico,3,CP27-2 UNFCC
inicio,1,CP27-2 UNFCC
comprendido,1,CP27-2 UNFCC
enero,1,CP27-2 UNFCC
recibir,1,CP27-2 UNFCC
diverso,4,CP27-2 UNFCC
coherencia,9,CP27-2 UNFCC
complementariedad,3,CP27-2 UNFCC
institución,9,CP27-2 UNFCC
mejor,18,CP27-2 UNFCC
gamar,2,CP27-2 UNFCC
recalca,2,CP27-2 UNFCC
asociado,3,CP27-2 UNFCC
elaboración,9,CP27-2 UNFCC
basado,2,CP27-2 UNFCC
formulación,5,CP27-2 UNFCC
adoptar,5,CP27-2 UNFCC
eficaz,5,CP27-2 UNFCC
seguido,1,CP27-2 UNFCC
prestar,11,CP27-2 UNFCC
ámbito,4,CP27-2 UNFCC
prosiga,1,CP27-2 UNFCC
solicitud,1,CP27-2 UNFCC
incubadora,3,CP27-2 UNFCC
acelerador,3,CP27-2 UNFCC
acreditar,2,CP27-2 UNFCC
ninguno,1,CP27-2 UNFCC
tiempo,5,CP27-2 UNFCC
declarar,2,CP27-2 UNFCC
vulnerable,5,CP27-2 UNFCC
adverso,4,CP27-2 UNFCC
aumente,2,CP27-2 UNFCC
cartera,1,CP27-2 UNFCC
pago,1,CP27-2 UNFCC
incentivo,2,CP27-2 UNFCC
realización,4,CP27-2 UNFCC
instrumento,5,CP27-2 UNFCC
rector,1,CP27-2 UNFCC
párrs,3,CP27-2 UNFCC
reducción,7,CP27-2 UNFCC
emisión,11,CP27-2 UNFCC
deforestación,1,CP27-2 UNFCC
degradación,2,CP27-2 UNFCC
forestal,3,CP27-2 UNFCC
conservación,1,CP27-2 UNFCC
reserva,2,CP27-2 UNFCC
carbono,7,CP27-2 UNFCC
bosques,1,CP27-2 UNFCC
respalde,1,CP27-2 UNFCC
integral,1,CP27-2 UNFCC
agente,1,CP27-2 UNFCC
microempresa,1,CP27-2 UNFCC
mediano,4,CP27-2 UNFCC
empresa,8,CP27-2 UNFCC
catalizar,1,CP27-2 UNFCC
obtención,2,CP27-2 UNFCC
gran,1,CP27-2 UNFCC
escala,6,CP27-2 UNFCC
promover,12,CP27-2 UNFCC
innovación,3,CP27-2 UNFCC
riesgo,6,CP27-2 UNFCC
proporcionar,5,CP27-2 UNFCC
fase,2,CP27-2 UNFCC
inicial,1,CP27-2 UNFCC
considerar,3,CP27-2 UNFCC
ambición,4,CP27-2 UNFCC
próximo,2,CP27-2 UNFCC
versión,3,CP27-2 UNFCC
limo,2,CP27-2 UNFCC
existente,11,CP27-2 UNFCC
subnacional,1,CP27-2 UNFCC
ver,5,CP27-2 UNFCC
programación,4,CP27-2 UNFCC
previsto,5,CP27-2 UNFCC
incorporar,3,CP27-2 UNFCC
perspectiva,3,CP27-2 UNFCC
ejemplo,4,CP27-2 UNFCC
facilitación,4,CP27-2 UNFCC
plataforma,3,CP27-2 UNFCC
tardar,4,CP27-2 UNFCC
diez,3,CP27-2 UNFCC
semana,6,CP27-2 UNFCC
someter,2,CP27-2 UNFCC
consideración,8,CP27-2 UNFCC
adoptado,2,CP27-2 UNFCC
práctico,15,CP27-2 UNFCC
impartido,3,CP27-2 UNFCC
decidir,5,CP27-2 UNFCC
transmitir,2,CP27-2 UNFCC
abarca,3,CP27-2 UNFCC
